product_id,product_category,product_subcategory,price,listprice,discountprice,supplier,product_availability,eta
GROC-BEV-0011,Groceries,Beverages,"$1,324.18","$1,423.85","$1,324.18",Supplier_5,Out of Stock,2025-05-16
GROC-VEG-0009,Groceries,Vegetables,$510.70,$587.01,$510.70,"Supplier_4, Supplier_10",Limited,2025-05-14
FURN-BED-0010,Furniture,Beds,$828.61,"$1,062.32",$828.61,"Supplier_3, Supplier_5",In Stock,2025-05-06
AUTO-BAT-0011,Automotive,Batteries,$271.46,$315.65,$271.46,Supplier_5,Out of Stock,2025-05-11
GROC-FRT-0011,Groceries,Fruits,$624.58,$780.73,$624.58,Supplier_7,In Stock,2025-05-11
ELEC-TAB-0010,Electronics,Tablets,$831.12,"$1,026.08",$831.12,Supplier_4,Limited,2025-05-04
FURN-DSK-0012,Furniture,Desks,$502.73,$652.90,$502.73,Supplier_7,Limited,2025-05-10
AUTO-OIL-0013,Automotive,Oil,$369.90,$520.98,$369.90,"Supplier_2, Supplier_4",Limited,2025-05-09
AUTO-FIL-0010,Automotive,Filters,$376.42,$470.53,$376.42,Supplier_3,Limited,2025-05-15
AUTO-BAT-0012,Automotive,Batteries,$476.75,$547.99,$476.75,Supplier_5,Limited,2025-05-06
APPR-SHT-0011,Apparel,Shirts,$585.97,$761.00,$585.97,"Supplier_9, Supplier_4",Out of Stock,2025-05-07
GROC-VEG-0010,Groceries,Vegetables,"$1,423.51","$1,617.62","$1,423.51","Supplier_4, Supplier_2",Limited,2025-05-05
ELEC-TAB-0011,Electronics,Tablets,$633.92,$640.32,$633.92,Supplier_5,Limited,2025-05-12
ELEC-TAB-0012,Electronics,Tablets,$323.25,$380.29,$323.25,"Supplier_8, Supplier_6",Limited,2025-05-07
AUTO-BAT-0009,Automotive,Batteries,$922.90,"$1,025.44",$922.90,Supplier_5,Limited,2025-05-08
GROC-VEG-0012,Groceries,Vegetables,"$1,024.10","$1,177.13","$1,024.10","Supplier_1, Supplier_10",Limited,2025-05-16
AUTO-BAT-0010,Automotive,Batteries,$514.28,$577.84,$514.28,"Supplier_6, Supplier_10",Out of Stock,2025-05-14
FURN-CAB-0013,Furniture,Cabinets,"$1,054.50","$1,065.15","$1,054.50","Supplier_8, Supplier_6",Out of Stock,2025-05-16
FURN-BED-0011,Furniture,Beds,"$1,063.22","$1,073.96","$1,063.22","Supplier_6, Supplier_7",In Stock,2025-05-17
FURN-DSK-0008,Furniture,Desks,"$1,364.22","$1,451.30","$1,364.22",Supplier_8,Limited,2025-05-04
APPR-JKT-0024,Apparel,Jackets,$526.24,$531.56,$526.24,Supplier_4,In Stock,2025-05-17
AUTO-BAT-0013,Automotive,Batteries,"$1,065.61","$1,253.66","$1,065.61","Supplier_9, Supplier_1",In Stock,2025-05-04
AUTO-BAT-0014,Automotive,Batteries,"$1,313.49","$1,641.86","$1,313.49","Supplier_6, Supplier_10",Out of Stock,2025-05-14
AUTO-OIL-0017,Automotive,Oil,"$1,020.27","$1,325.02","$1,020.27",Supplier_8,Limited,2025-05-17
APPR-JNS-0019,Apparel,Jeans,"$1,573.31","$1,829.43","$1,573.31","Supplier_5, Supplier_4",Out of Stock,2025-05-14
AUTO-TIR-0016,Automotive,Tires,$195.75,$275.71,$195.75,"Supplier_1, Supplier_6",In Stock,2025-05-16
APPR-JKT-0016,Apparel,Jackets,$51.52,$70.57,$51.52,"Supplier_5, Supplier_3",In Stock,2025-05-10
AUTO-FIL-0011,Automotive,Filters,$236.56,$254.37,$236.56,Supplier_10,Out of Stock,2025-05-15
AUTO-OIL-0014,Automotive,Oil,"$1,071.49","$1,409.85","$1,071.49",Supplier_3,Out of Stock,2025-05-15
APPR-JKT-0025,Apparel,Jackets,"$1,159.71","$1,610.71","$1,159.71",Supplier_7,Out of Stock,2025-05-04
AUTO-BAT-0015,Automotive,Batteries,$145.75,$182.19,$145.75,Supplier_7,Out of Stock,2025-05-08
ELEC-LAP-0013,Electronics,Laptops,"$1,161.94","$1,434.49","$1,161.94","Supplier_7, Supplier_10",Limited,2025-05-13
GROC-BEV-0012,Groceries,Beverages,"$1,139.99","$1,266.65","$1,139.99",Supplier_2,In Stock,2025-05-05
FURN-CHR-0019,Furniture,Chairs,$230.44,$240.04,$230.44,Supplier_10,In Stock,2025-05-06
GROC-VEG-0013,Groceries,Vegetables,$710.41,"$1,000.58",$710.41,Supplier_2,Limited,2025-05-08
ELEC-SM-0018,Electronics,Smartphones,"$1,107.62","$1,318.60","$1,107.62","Supplier_10, Supplier_9",In Stock,2025-05-16
GROC-FRT-0012,Groceries,Fruits,$792.67,$825.70,$792.67,"Supplier_5, Supplier_9",Out of Stock,2025-05-04
ELEC-TAB-0011,Electronics,Tablets,"$1,184.70","$1,346.25","$1,184.70",Supplier_2,In Stock,2025-05-12
GROC-FRT-0013,Groceries,Fruits,$920.09,"$1,011.09",$920.09,"Supplier_7, Supplier_3",In Stock,2025-05-09
FURN-CHR-0020,Furniture,Chairs,"$1,270.87","$1,283.71","$1,270.87","Supplier_2, Supplier_6",In Stock,2025-05-14
GROC-SNK-0010,Groceries,Snacks,"$1,313.63","$1,728.46","$1,313.63",Supplier_10,In Stock,2025-05-11
AUTO-TIR-0011,Automotive,Tires,$291.99,$356.08,$291.99,"Supplier_2, Supplier_9",In Stock,2025-05-14
APPR-SHT-0012,Apparel,Shirts,$724.91,$966.55,$724.91,Supplier_6,Limited,2025-05-14
FURN-DSK-0009,Furniture,Desks,"$1,421.75","$1,712.95","$1,421.75",Supplier_10,In Stock,2025-05-14
GROC-BEV-0015,Groceries,Beverages,"$1,548.37","$1,683.01","$1,548.37","Supplier_8, Supplier_2",Limited,2025-05-13
GROC-BEV-0016,Groceries,Beverages,"$1,460.73","$1,587.75","$1,460.73",Supplier_5,In Stock,2025-05-11
ELEC-CAM-0012,Electronics,Cameras,$440.94,$479.28,$440.94,Supplier_5,In Stock,2025-05-09
GROC-BEV-0017,Groceries,Beverages,"$1,687.88","$1,918.05","$1,687.88","Supplier_1, Supplier_2",Limited,2025-05-15
FURN-CAB-0014,Furniture,Cabinets,"$1,623.64","$1,709.10","$1,623.64","Supplier_6, Supplier_3",In Stock,2025-05-04
ELEC-TAB-0013,Electronics,Tablets,$726.25,$806.94,$726.25,"Supplier_3, Supplier_6",Out of Stock,2025-05-10
ELEC-CAM-0010,Electronics,Cameras,$810.85,"$1,110.75",$810.85,Supplier_7,In Stock,2025-05-06
ELEC-TAB-0014,Electronics,Tablets,"$1,671.19","$1,836.47","$1,671.19","Supplier_10, Supplier_4",Out of Stock,2025-05-14
GROC-VEG-0011,Groceries,Vegetables,"$1,179.72","$1,572.96","$1,179.72",Supplier_1,In Stock,2025-05-11
ELEC-CAM-0011,Electronics,Cameras,"$1,208.91","$1,549.89","$1,208.91",Supplier_3,In Stock,2025-05-07
APPR-SHS-0012,Apparel,Shoes,$95.80,$121.27,$95.80,Supplier_8,In Stock,2025-05-04
FURN-BED-0012,Furniture,Beds,$333.54,$401.85,$333.54,Supplier_2,In Stock,2025-05-07
ELEC-TAB-0012,Electronics,Tablets,$56.79,$69.25,$56.79,Supplier_9,Out of Stock,2025-05-09
APPR-SHS-0013,Apparel,Shoes,"$1,762.44","$1,895.10","$1,762.44",Supplier_1,Out of Stock,2025-05-13
GROC-FRT-0014,Groceries,Fruits,$488.69,$634.66,$488.69,"Supplier_9, Supplier_10",Limited,2025-05-07
AUTO-TIR-0012,Automotive,Tires,"$1,085.71","$1,529.17","$1,085.71","Supplier_3, Supplier_10",Limited,2025-05-11
AUTO-TIR-0013,Automotive,Tires,"$1,510.44","$1,659.82","$1,510.44","Supplier_4, Supplier_5",In Stock,2025-05-08
FURN-DSK-0010,Furniture,Desks,$836.21,"$1,032.36",$836.21,Supplier_4,In Stock,2025-05-08
AUTO-TIR-0014,Automotive,Tires,"$1,130.21","$1,228.49","$1,130.21","Supplier_1, Supplier_10",Out of Stock,2025-05-14
APPR-JKT-0026,Apparel,Jackets,$864.71,"$1,108.60",$864.71,Supplier_5,Out of Stock,2025-05-11
APPR-SHT-0012,Apparel,Shirts,$442.23,$526.46,$442.23,Supplier_6,Limited,2025-05-10
AUTO-TIR-0017,Automotive,Tires,$419.16,$470.97,$419.16,"Supplier_8, Supplier_3",In Stock,2025-05-13
APPR-SHT-0013,Apparel,Shirts,$779.85,"$1,012.79",$779.85,Supplier_3,In Stock,2025-05-16
APPR-JNS-0020,Apparel,Jeans,$528.11,$567.86,$528.11,Supplier_3,In Stock,2025-05-17
AUTO-OIL-0015,Automotive,Oil,"$1,433.35","$1,885.99","$1,433.35",Supplier_3,Limited,2025-05-13
GROC-FRT-0012,Groceries,Fruits,"$1,766.05","$1,940.71","$1,766.05","Supplier_3, Supplier_10",In Stock,2025-05-12
APPR-SHS-0011,Apparel,Shoes,"$1,372.03","$1,854.10","$1,372.03",Supplier_2,Out of Stock,2025-05-13
APPR-JNS-0015,Apparel,Jeans,"$1,450.55","$1,836.14","$1,450.55","Supplier_2, Supplier_3",In Stock,2025-05-08
FURN-CAB-0017,Furniture,Cabinets,"$1,602.50","$1,741.85","$1,602.50","Supplier_6, Supplier_2",In Stock,2025-05-10
APPR-SHS-0012,Apparel,Shoes,$548.19,$711.94,$548.19,Supplier_9,Out of Stock,2025-05-05
ELEC-LAP-0016,Electronics,Laptops,$161.66,$164.96,$161.66,Supplier_4,In Stock,2025-05-08
GROC-FRT-0015,Groceries,Fruits,$479.61,$599.51,$479.61,Supplier_6,In Stock,2025-05-17
APPR-JNS-0021,Apparel,Jeans,$687.18,$818.07,$687.18,Supplier_1,Out of Stock,2025-05-13
ELEC-CAM-0013,Electronics,Cameras,"$1,978.53","$1,998.52","$1,978.53",Supplier_2,Limited,2025-05-16
FURN-CAB-0015,Furniture,Cabinets,$350.77,$417.58,$350.77,Supplier_3,Limited,2025-05-08
APPR-SHS-0013,Apparel,Shoes,$872.43,$938.10,$872.43,Supplier_5,Out of Stock,2025-05-06
GROC-SNK-0011,Groceries,Snacks,$625.46,$781.82,$625.46,Supplier_7,In Stock,2025-05-16
AUTO-BAT-0016,Automotive,Batteries,$307.18,$388.83,$307.18,Supplier_1,Out of Stock,2025-05-05
AUTO-TIR-0015,Automotive,Tires,$876.64,"$1,168.85",$876.64,"Supplier_3, Supplier_7",In Stock,2025-05-04
FURN-CAB-0018,Furniture,Cabinets,$409.42,$511.78,$409.42,"Supplier_7, Supplier_3",Limited,2025-05-05
APPR-JNS-0022,Apparel,Jeans,"$1,111.52","$1,462.52","$1,111.52","Supplier_7, Supplier_2",In Stock,2025-05-09
ELEC-LAP-0017,Electronics,Laptops,$603.47,$763.89,$603.47,"Supplier_1, Supplier_9",Out of Stock,2025-05-11
AUTO-BAT-0011,Automotive,Batteries,$165.81,$233.54,$165.81,"Supplier_1, Supplier_5",Out of Stock,2025-05-16
AUTO-TIR-0018,Automotive,Tires,"$1,792.59","$1,867.28","$1,792.59","Supplier_6, Supplier_10",Out of Stock,2025-05-08
GROC-FRT-0016,Groceries,Fruits,$101.48,$125.28,$101.48,"Supplier_7, Supplier_8",Limited,2025-05-05
